strain,num_nonselective_plates,num_selective_plates,selective_fraction,avg_cells_per_culture,mu,CI.95.lower,CI.95.higher
Pooled,52,728,1,10330769.230769224,1.5419924135367678e-8,1.2661814619786527e-8,1.854997205598068e-8
